cow_i,cow_j,start_ts,end_ts,zone
3,11,1504208,1504807,free_area
3,11,1504808,1505407,free_area
3,11,1505408,1506007,free_area
3,11,1506008,1506607,free_area
3,11,1506608,1507207,free_area
3,11,1507208,1507807,free_area
3,11,1507808,1508407,free_area
3,11,1508408,1509007,free_area
3,11,1509008,1509607,free_area
3,11,1509608,1510207,free_area
3,11,1510208,1510807,free_area
3,11,1510808,1511407,free_area
3,11,1511408,1512007,free_area
3,11,1512008,1512607,free_area
3,11,1512608,1513207,free_area
3,11,1513208,1513807,free_area
3,11,1513808,1514407,free_area
3,11,1514408,1515007,free_area
3,11,1515008,1515607,free_area
3,11,1515608,1516207,free_area
3,11,1516208,1516807,free_area
3,11,1516808,1517407,free_area
3,11,1517408,1518007,free_area
3,11,1518008,1518607,free_area
3,11,1518608,1519207,free_area
3,11,1519208,1519807,free_area
3,11,1519808,1520407,free_area
3,11,1520408,1521007,free_area
3,11,1521008,1521607,free_area
3,11,1521608,1522207,free_area
3,11,1522208,1522807,free_area
3,11,1522808,1523407,free_area
3,11,1523408,1524007,free_area
3,11,1524008,1524607,free_area
3,11,1524608,1525207,free_area
3,11,1525208,1525807,free_area
3,11,1525808,1526407,free_area
3,11,1526408,1527007,free_area
3,11,1527008,1527607,free_area
3,11,1527608,1528207,free_area
3,11,1528208,1528807,free_area
3,11,1528808,1529407,free_area
3,11,1529408,1530007,free_area
3,11,1530008,1530607,free_area
3,11,1530608,1531207,free_area
3,11,1531208,1531807,free_area
3,11,1531808,1532407,free_area
3,11,1532408,1533007,free_area
3,11,1533008,1533607,free_area
3,11,1533608,1534207,free_area
3,11,1534208,1534807,free_area
3,11,1534808,1535407,free_area
3,11,1535408,1536007,free_area
3,11,1536008,1536607,free_area
3,11,1536608,1537207,free_area
3,11,1537208,1537807,free_area
3,11,1537808,1538407,free_area
3,11,1538408,1539007,free_area
3,11,1539008,1539607,free_area
3,11,1539608,1540207,free_area
3,11,1540208,1540807,free_area
3,11,1540808,1541407,free_area
3,11,1541408,1542007,free_area
3,11,1542008,1542607,free_area
3,11,1542608,1543207,free_area
3,11,1543208,1543807,free_area
3,11,1543808,1544407,free_area
3,11,1544408,1545007,free_area
3,11,1545008,1545607,free_area
3,11,1545608,1546207,free_area
3,11,1546208,1546807,free_area
3,11,1546808,1547407,free_area
3,11,1547408,1548007,free_area
3,11,1548008,1548607,free_area
3,11,1548608,1549207,free_area
3,11,1549208,1549807,free_area
3,11,1549808,1550407,free_area
3,11,1550408,1551007,free_area
3,11,1551008,1551607,free_area
3,11,1551608,1552207,free_area
3,11,1552208,1552807,free_area
3,11,1552808,1553407,free_area
3,11,1553408,1554007,free_area
3,11,1554008,1554607,free_area
3,11,1554608,1555207,free_area
3,11,1555208,1555807,free_area
3,11,1555808,1556407,free_area
3,11,1556408,1557007,free_area
3,11,1557008,1557607,free_area
3,11,1557608,1558207,free_area
3,11,1558208,1558807,free_area
3,11,1558808,1559407,free_area
3,11,1559408,1560007,free_area
3,11,1560008,1560607,free_area
3,11,1560608,1561207,free_area
3,11,1561208,1561807,free_area
3,11,1561808,1562407,free_area
3,11,1562408,1563007,free_area
3,11,1563008,1563607,free_area
3,11,1563608,1564207,free_area
3,11,1564208,1564807,free_area
3,11,1564808,1565407,free_area
3,11,1565408,1566007,free_area
3,11,1566008,1566607,free_area
3,11,1566608,1567207,free_area
3,11,1567208,1567807,free_area
3,11,1567808,1568407,free_area
3,11,1568408,1569007,free_area
3,11,1569008,1569607,free_area
3,11,1569608,1570207,free_area
3,11,1570208,1570807,free_area
3,11,1570808,1571407,free_area
3,11,1571408,1572007,free_area
3,11,1572008,1572607,free_area
3,11,1572608,1573207,free_area
3,11,1573208,1573807,free_area
3,11,1573808,1574407,free_area
3,11,1574408,1575007,free_area
3,11,1575008,1575607,free_area
3,11,1575608,1576207,free_area
3,11,1576208,1576807,free_area
3,11,1576808,1577407,free_area
3,11,1577408,1578007,free_area
3,11,1578008,1578607,free_area
3,11,1578608,1579207,free_area
3,11,1579208,1579807,free_area
3,11,1579808,1580407,free_area
3,11,1580408,1581007,free_area
3,11,1581008,1581607,free_area
3,11,1581608,1582207,free_area
3,11,1582208,1582807,free_area
3,11,1582808,1583407,free_area
3,11,1583408,1584007,free_area
3,11,1584008,1584607,free_area
3,11,1584608,1585207,free_area
3,11,1585208,1585807,free_area
3,11,1585808,1586407,free_area
3,11,1586408,1587007,free_area
3,11,1587008,1587607,free_area
3,11,1587608,1588207,free_area
3,11,1588208,1588807,free_area
3,11,1588808,1589407,free_area
3,11,1589408,1590007,free_area
3,11,1590008,1590607,free_area
3,11,1590608,1591207,free_area
3,11,1591208,1591807,free_area
3,11,1591808,1592407,free_area
3,11,1592408,1593007,free_area
3,11,1593008,1593607,free_area
3,11,1593608,1594207,free_area
3,11,1594208,1594807,free_area
3,11,1594808,1595407,free_area
3,11,1595408,1596007,free_area
3,11,1596008,1596607,free_area
3,11,1596608,1597207,free_area
3,11,1597208,1597807,free_area
3,11,1597808,1598407,free_area
3,11,1598408,1599007,free_area
3,11,1599008,1599607,free_area
3,11,1599608,1600207,free_area
3,11,1600208,1600807,free_area
3,11,1600808,1601407,free_area
3,11,1601408,1602007,free_area
3,11,1602008,1602607,free_area
3,11,1602608,1603207,free_area
3,11,1603208,1603807,free_area
3,11,1603808,1604407,free_area
3,11,1604408,1605007,free_area
3,11,1605008,1605607,free_area
3,11,1605608,1606207,free_area
3,11,1606208,1606807,free_area
3,11,1606808,1607407,free_area
3,11,1607408,1608007,free_area
3,11,1608008,1608607,free_area
3,11,1608608,1609207,free_area
3,11,1609208,1609807,free_area
3,11,1609808,1610407,free_area
3,11,1610408,1611007,free_area
3,11,1611008,1611607,free_area
3,11,1611608,1612207,free_area
3,11,1612208,1612807,free_area
3,11,1612808,1613407,free_area
3,11,1613408,1614007,free_area
3,11,1614008,1614607,free_area
3,11,1614608,1615207,free_area
3,11,1615208,1615807,free_area
3,11,1615808,1616407,free_area
3,11,1616408,1617007,free_area
3,11,1617008,1617607,free_area
3,11,1617608,1618207,free_area
3,11,1618208,1618807,free_area
3,11,1618808,1619407,free_area
3,11,1619408,1620007,free_area
3,11,1620008,1620607,free_area
3,11,1620608,1621207,free_area
3,11,1621208,1621807,free_area
3,11,1621808,1622407,free_area
3,11,1622408,1623007,free_area
3,11,1623008,1623607,free_area
3,11,1623608,1624207,free_area
3,11,1624208,1624807,free_area
3,11,1624808,1625407,free_area
3,11,1625408,1626007,free_area
3,11,1626008,1626607,free_area
3,11,1626608,1627207,free_area
3,11,1627208,1627807,free_area
3,11,1627808,1628407,free_area
3,11,1628408,1629007,free_area
3,11,1629008,1629607,free_area
3,11,1629608,1630207,free_area
3,11,1630208,1630807,free_area
3,11,1630808,1631407,free_area
3,11,1631408,1632007,free_area
3,11,1632008,1632607,free_area
3,11,1632608,1633207,free_area
3,11,1633208,1633807,free_area
3,11,1633808,1634407,free_area
3,11,1634408,1635007,free_area
3,11,1635008,1635607,free_area
3,11,1635608,1636207,free_area
3,11,1636208,1636807,free_area
3,11,1636808,1637407,free_area
3,11,1637408,1638007,free_area
3,11,1638008,1638607,free_area
3,11,1638608,1639207,free_area
3,11,1639208,1639807,free_area
3,11,1639808,1640407,free_area
3,11,1640408,1641007,free_area
3,11,1641008,1641607,free_area
3,11,1641608,1642207,free_area
3,11,1642208,1642807,free_area
3,11,1642808,1643407,free_area
3,11,1643408,1644007,free_area
3,11,1644008,1644607,free_area
3,11,1644608,1645207,free_area
3,11,1645208,1645807,free_area
3,11,1645808,1646407,free_area
3,11,1646408,1647007,free_area
3,11,1647008,1647607,free_area
3,11,1647608,1648207,free_area
3,11,1648208,1648807,free_area
3,11,1648808,1649407,free_area
3,11,1649408,1650007,free_area
3,11,1650008,1650607,free_area
3,11,1650608,1651207,free_area
3,11,1651208,1651807,free_area
3,11,1651808,1652407,free_area
3,11,1652408,1653007,free_area
3,11,1653008,1653607,free_area
3,11,1653608,1654207,free_area
3,11,1654208,1654807,free_area
3,11,1654808,1655407,free_area
3,11,1655408,1656007,free_area
3,11,1656008,1656607,free_area
3,11,1656608,1657207,free_area
3,11,1657208,1657807,free_area
3,11,1657808,1658407,free_area
3,11,1658408,1659007,free_area
3,11,1659008,1659607,free_area
3,11,1659608,1660207,free_area
3,11,1660208,1660807,free_area
3,11,1660808,1661407,free_area
3,11,1661408,1662007,free_area
3,11,1662008,1662607,free_area
3,11,1662608,1663207,free_area
3,11,1663208,1663807,free_area
3,11,1663808,1664407,free_area
3,11,1664408,1665007,free_area
3,11,1665008,1665607,free_area
3,11,1665608,1666207,free_area
3,11,1666208,1666807,free_area
3,11,1666808,1667407,free_area
3,11,1667408,1668007,free_area
3,11,1668008,1668607,free_area
3,11,1668608,1669207,free_area
3,11,1669208,1669807,free_area
3,11,1669808,1670407,free_area
3,11,1670408,1671007,free_area
3,11,1671008,1671607,free_area
3,11,1671608,1672207,free_area
3,11,1672208,1672807,free_area
3,11,1672808,1673407,free_area
3,11,1673408,1674007,free_area
3,11,1674008,1674607,free_area
3,11,1674608,1675207,free_area
3,11,1675208,1675807,free_area
3,11,1675808,1676407,free_area
3,11,1676408,1677007,free_area
3,11,1677008,1677607,free_area
3,11,1677608,1678207,free_area
3,11,1678208,1678807,free_area
3,11,1678808,1679407,free_area
3,11,1679408,1680007,free_area
3,11,1680008,1680607,free_area
3,11,1680608,1681207,free_area
3,11,1681208,1681807,free_area
3,11,1681808,1682407,free_area
3,11,1682408,1683007,free_area
3,11,1683008,1683607,free_area
3,11,1683608,1684207,free_area
3,11,1684208,1684807,free_area
3,11,1684808,1685407,free_area
3,11,1685408,1686007,free_area
3,11,1686008,1686607,free_area
3,11,1686608,1687207,free_area
3,11,1687208,1687807,free_area
3,11,1687808,1688407,free_area
3,11,1688408,1689007,free_area
3,11,1689008,1689607,free_area
3,11,1689608,1690207,free_area
3,11,1690208,1690807,free_area
3,11,1690808,1691407,free_area
3,11,1691408,1692007,free_area
3,11,1692008,1692607,free_area
3,11,1692608,1693207,free_area
3,11,1693208,1693807,free_area
3,11,1693808,1694407,free_area
3,11,1694408,1695007,free_area
3,11,1695008,1695607,free_area
3,11,1695608,1696207,free_area
3,11,1696208,1696807,free_area
3,11,1696808,1697407,free_area
3,11,1697408,1698007,free_area
3,11,1698008,1698607,free_area
3,11,1698608,1699207,free_area
3,11,1699208,1699807,free_area
3,11,1699808,1700407,free_area
3,11,1700408,1701007,free_area
3,11,1701008,1701607,free_area
3,11,1701608,1702207,free_area
3,11,1702208,1702807,free_area
3,11,1702808,1703407,free_area
3,11,1703408,1704007,free_area
3,11,1704008,1704607,free_area
3,11,1704608,1705207,free_area
3,11,1705208,1705807,free_area
3,11,1705808,1706407,free_area
3,11,1706408,1707007,free_area
3,11,1707008,1707607,free_area
3,11,1707608,1708207,free_area
3,11,1708208,1708807,free_area
3,11,1708808,1709407,free_area
3,11,1709408,1710007,free_area
3,11,1710008,1710607,free_area
3,11,1710608,1711207,free_area
3,11,1711208,1711807,free_area
3,11,1711808,1712407,free_area
3,11,1712408,1713007,free_area
3,11,1713008,1713607,free_area
3,11,1713608,1714207,free_area
3,11,1714208,1714807,free_area
3,11,1714808,1715407,free_area
3,11,1715408,1716007,free_area
3,11,1716008,1716607,free_area
3,11,1716608,1717207,free_area
3,11,1717208,1717807,free_area
3,11,1717808,1718407,free_area
3,11,1718408,1719007,free_area
3,11,1719008,1719607,free_area
3,11,1719608,1720207,free_area
3,11,1720208,1720807,free_area
3,11,1720808,1721407,free_area
3,11,1721408,1722007,free_area
3,11,1722008,1722607,free_area
3,11,1722608,1723207,free_area
3,11,1723208,1723807,free_area
3,11,1723808,1724407,free_area
3,11,1724408,1725007,free_area
3,11,1725008,1725607,free_area
3,11,1725608,1726207,free_area
3,11,1726208,1726807,free_area
3,11,1726808,1727407,free_area
3,11,1727408,1728007,free_area
3,11,1728008,1728607,free_area
3,11,1728608,1729207,free_area
3,11,1729208,1729807,free_area
3,11,1729808,1730407,free_area
3,11,1730408,1731007,free_area
3,11,1731008,1731607,free_area
3,11,1731608,1732207,free_area
3,11,1732208,1732807,free_area
3,11,1732808,1733407,free_area
3,11,1733408,1734007,free_area
3,11,1734008,1734607,free_area
3,11,1734608,1735207,free_area
3,11,1735208,1735807,free_area
3,11,1735808,1736407,free_area
3,11,1736408,1737007,free_area
3,11,1737008,1737607,free_area
3,11,1737608,1738207,free_area
3,11,1738208,1738807,free_area
3,11,1738808,1739407,free_area
3,11,1739408,1740007,free_area
3,11,1740008,1740607,free_area
3,11,1740608,1741207,free_area
3,11,1741208,1741807,free_area
3,11,1741808,1742407,free_area
3,11,1742408,1743007,free_area
3,11,1743008,1743607,free_area
3,11,1743608,1744207,free_area
3,11,1744208,1744807,free_area
3,11,1744808,1745407,free_area
3,11,1745408,1746007,free_area
3,11,1746008,1746607,free_area
3,11,1746608,1747207,free_area
3,11,1747208,1747807,free_area
3,11,1747808,1748407,free_area
3,11,1748408,1749007,free_area
3,11,1749008,1749607,free_area
3,11,1749608,1750207,free_area
3,11,1750208,1750807,free_area
3,11,1750808,1751407,free_area
3,11,1751408,1752007,free_area
3,11,1752008,1752607,free_area
3,11,1752608,1753207,free_area
3,11,1753208,1753807,free_area
3,11,1753808,1754407,free_area
3,11,1754408,1755007,free_area
3,11,1755008,1755607,free_area
3,11,1755608,1756207,free_area
3,11,1756208,1756807,free_area
3,11,1756808,1757407,free_area
3,11,1757408,1758007,free_area
3,11,1758008,1758607,free_area
3,11,1758608,1759207,free_area
3,11,1759208,1759807,free_area
3,11,1759808,1760407,free_area
3,11,1760408,1761007,free_area
3,11,1761008,1761607,free_area
3,11,1761608,1762207,free_area
3,11,1762208,1762807,free_area
3,11,1762808,1763407,free_area
3,11,1763408,1764007,free_area
3,11,1764008,1764607,free_area
3,11,1764608,1765207,free_area
3,11,1765208,1765807,free_area
3,11,1765808,1766407,free_area
3,11,1766408,1767007,free_area
3,11,1767008,1767607,free_area
3,11,1767608,1768207,free_area
3,11,1768208,1768807,free_area
3,11,1768808,1769407,free_area
3,11,1769408,1770007,free_area
3,11,1770008,1770607,free_area
3,11,1770608,1771207,free_area
3,11,1771208,1771807,free_area
3,11,1771808,1772407,free_area
3,11,1772408,1773007,free_area
3,11,1773008,1773607,free_area
3,11,1773608,1774207,free_area
3,11,1774208,1774807,free_area
3,11,1774808,1775407,free_area
3,11,1775408,1776007,free_area
3,11,1776008,1776607,free_area
3,11,1776608,1777207,free_area
3,11,1777208,1777807,free_area
3,11,1777808,1778407,free_area
3,11,1778408,1779007,free_area
3,11,1779008,1779607,free_area
3,11,1779608,1780207,free_area
3,11,1780208,1780807,free_area
3,11,1780808,1781407,free_area
3,11,1781408,1782007,free_area
3,11,1782008,1782607,free_area
3,11,1782608,1783207,free_area
3,11,1783208,1783807,free_area
3,11,1783808,1784407,free_area
3,11,1784408,1785007,free_area
3,11,1785008,1785607,free_area
3,11,1785608,1786207,free_area
3,11,1786208,1786807,free_area
3,11,1786808,1787407,free_area
3,11,1787408,1788007,free_area
3,11,1788008,1788607,free_area
3,11,1788608,1789207,free_area
3,11,1789208,1789807,free_area
3,11,1789808,1790407,free_area
3,11,1790408,1791007,free_area
3,11,1791008,1791607,free_area
3,11,1791608,1792207,free_area
3,11,1792208,1792807,free_area
3,11,1792808,1793407,free_area
3,11,1793408,1794007,free_area
3,11,1794008,1794607,free_area
3,11,1794608,1795207,free_area
3,11,1795208,1795807,free_area
3,11,1795808,1796407,free_area
3,11,1796408,1797007,free_area
3,11,1797008,1797607,free_area
3,11,1797608,1798207,free_area
3,11,1798208,1798807,free_area
3,11,1798808,1799407,free_area
3,11,1799408,1800007,free_area
3,11,1800008,1800607,free_area
3,11,1800608,1801207,free_area
3,11,1801208,1801807,free_area
3,11,1801808,1802407,free_area
3,11,1802408,1803007,free_area
3,11,1803008,1803607,free_area
3,11,1803608,1804207,free_area
3,11,1804208,1804807,free_area
3,11,1804808,1805407,free_area
3,11,1805408,1806007,free_area
3,11,1806008,1806607,free_area
3,11,1806608,1807207,free_area
3,11,1807208,1807807,free_area
3,11,1807808,1808407,free_area
3,11,1808408,1809007,free_area
3,11,1809008,1809607,free_area
3,11,1809608,1810207,free_area
3,11,1810208,1810807,free_area
3,11,1810808,1811407,free_area
3,11,1811408,1812007,free_area
3,11,1812008,1812607,free_area
3,11,1812608,1813207,free_area
3,11,1813208,1813807,free_area
3,11,1813808,1814407,free_area
3,11,1814408,1815007,free_area
3,11,1815008,1815607,free_area
3,11,1815608,1816207,free_area
3,11,1816208,1816807,free_area
3,11,1816808,1817407,free_area
3,11,1817408,1818007,free_area
3,11,1818008,1818607,free_area
3,11,1818608,1819207,free_area
3,11,1819208,1819807,free_area
3,11,1819808,1820407,free_area
3,11,1820408,1821007,free_area
3,11,1821008,1821607,free_area
3,11,1821608,1822207,free_area
3,11,1822208,1822807,free_area
3,11,1822808,1823407,free_area
3,11,1823408,1824007,free_area
3,11,1824008,1824607,free_area
3,11,1824608,1825207,free_area
3,11,1825208,1825807,free_area
3,11,1825808,1826407,free_area
3,11,1826408,1827007,free_area
3,11,1827008,1827607,free_area
3,11,1827608,1828207,free_area
3,11,1828208,1828807,free_area
3,11,1828808,1829407,free_area
3,11,1829408,1830007,free_area
3,11,1830008,1830607,free_area
3,11,1830608,1831207,free_area
3,11,1831208,1831807,free_area
3,11,1831808,1832407,free_area
3,11,1832408,1833007,free_area
3,11,1833008,1833607,free_area
3,11,1833608,1834207,free_area
3,11,1834208,1834807,free_area
3,11,1834808,1835407,free_area
3,11,1835408,1836007,free_area
3,11,1836008,1836607,free_area
3,11,1836608,1837207,free_area
3,11,1837208,1837807,free_area
3,11,1837808,1838407,free_area
3,11,1838408,1839007,free_area
3,11,1839008,1839607,free_area
3,11,1839608,1840207,free_area
3,11,1840208,1840807,free_area
3,11,1840808,1841407,free_area
3,11,1841408,1842007,free_area
3,11,1842008,1842607,free_area
3,11,1842608,1843207,free_area
3,11,1843208,1843807,free_area
3,11,1843808,1844407,free_area
3,11,1844408,1845007,free_area
3,11,1845008,1845607,free_area
3,11,1845608,1846207,free_area
3,11,1846208,1846807,free_area
3,11,1846808,1847407,free_area
3,11,1847408,1848007,free_area
3,11,1848008,1848607,free_area
3,11,1848608,1849207,free_area
3,11,1849208,1849807,free_area
3,11,1849808,1850407,free_area
